parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,season,team
alpha[18],0.7760507791837838,0.0803329737915647,3.2737192587995247,-6.8957322969122385,-1.1448205802915514,1.299783420117636,3.090042271261906,6.050264179870049,1660.715267790287,1.0001316135105127,1999,CIN
alpha[19],6.405881038495654,0.11295120813303586,3.66052954677147,0.8964077533784329,3.597955815650974,5.790635356149778,8.694070529776013,14.96524752708926,1050.2823624455061,1.0007492619560494,1999,DAL
alpha[20],4.02016212678243,0.052077361891630786,2.9431702795315804,-1.462153938055501,2.2355211480767774,3.716466290415262,5.722275900712825,10.612210142160889,3193.9846665726686,0.999536544705716,1999,DET
alpha[21],4.2423047631071835,0.06327957695735212,3.0521766723868144,-1.3408656496963336,2.388857100309577,3.914060565210394,5.918364315003771,11.005510865356053,2326.4418582983512,0.999364950655975,1999,KC
alpha[22],2.409369080729328,0.051631168606606895,2.9484168287269985,-3.9015328520529557,0.707811574676715,2.621879998006426,4.135858620466799,8.1291065733909509,3261.0229331434557,0.9999682966131744,1999,MIA
alpha[23],3.160983240764259,0.04330653979450359,2.8647923555740116,-2.619905953570614,1.4402084058487317,3.1608802007129286,4.836790064289163,9.073291057858324,4376.0203056759965,0.999433589369431,1999,MIN
alpha[24],3.0260485408647524,0.04549421181318722,2.8875508301832826,-3.0709088078960813,1.327850367497312,3.025452670862886,4.7263640511489164,8.806566101644659,4028.5335545272965,0.9993374698765377,1999,NE
alpha[25],1.1274268828631826,0.07452560815811456,3.175575604218126,-6.288097431287944,-0.6711080451382346,1.6426566076133142,3.19417620242712,6.602794134019759,1815.6572005897383,1.0000610104581296,1999,NYG
alpha[26],3.1443493679900913,0.051915820573090486,2.947069574822209,-2.907848870308431,1.4639811155845797,3.15692778873285,4.802662193527635,9.330363874185897,3222.4139734659143,0.9999299469615033,1999,SF
alpha[27],2.3322793975922256,0.04771246457499623,2.9700189221595763,-4.359369201125644,0.66478331242571,2.556609538314419,4.087102251528545,8.02050615316946,3874.848539882934,0.9995408323740206,1999,ARI
alpha[28],6.097141954411727,0.09888639556575145,3.5813542799120976,0.6904481853229156,3.460158637081972,5.545386296535196,8.111250366700897,14.64797598972294,1311.660608237719,1.0004039310577617,1999,LA
alpha[29],1.0837575993950537,0.07691078758719128,3.285281067694755,-6.398297916248445,-0.8965804128886656,1.633201739757149,3.2538464964495573,6.7179085214123,1824.6120747103412,1.0012410178489197,1999,LAC
alpha[30],4.192178425175823,0.050516113156280476,2.900845455530065,-1.1861346363640561,2.41543026675613,3.8835157857954457,5.798403119942694,10.769867558313113,3297.534358743381,0.9994485582724822,1999,LV
alpha[31],-1.0630024998571908,0.13226940339652,3.7270788682325544,-9.457865654824337,-3.401123187281832,-0.6285556308373559,1.8703771151504074,4.452384739734665,793.9961132515591,1.0023266763328327,1999,PIT
alpha[32],3.081691772011465,0.05623203991571312,3.8323279801989316,-4.982078589079678,1.10811967906926,3.023616715305363,5.136615890818013,10.759949445971253,4644.699941886298,0.9993953602692407,1999,HOU
alpha_mean,3.0413357992243717,0.021440005929025563,1.0365282133888138,0.8965933608139063,2.385392652487828,3.0365419145292334,3.711824312663004,5.047913324136509,2337.289204614809,0.9992825696041182,1999,ALL
alpha_sigma,3.288343909270568,0.0783586783433007,1.692312009802414,0.18522846792967054,2.108013853019546,3.3199956560453368,4.427719756599878,6.569732319045496,466.43020703994233,1.0043722592464217,1999,ALL
alpha[1],2.6864616379713233,0.031852882163741866,1.8275798239660408,-1.3713706861313888,1.8038967859334183,2.7245804454349187,3.6514134606543003,6.2680808791159635,3291.9652325489424,0.999821095075119,2000,ATL
alpha[2],2.4008063655828304,0.031521813771988136,1.8014208391985604,-1.872058573801641,1.514593824627665,2.5547769312805078,3.4064968413748042,5.775925818501193,3265.938233932025,1.0008089758616707,2000,CHI
alpha[3],2.64880565872354,0.03164419832261014,1.8304420668586363,-1.2190003139946244,1.6953732489271238,2.6983712021587705,3.590672548186136,6.578550146319817,3345.983390725695,0.9999566990919226,2000,CLE
alpha[4],2.9374735945313537,0.02973625662135467,1.781796251412568,-0.602659310132461,1.957550326062644,2.8790141271272436,3.8518617266702133,6.793342101925994,3590.4054112600734,0.9999221460320564,2000,DEN
alpha[5],2.7201732940497334,0.035355570567939296,1.8637814471083698,-1.1677304639760988,1.7348468297191517,2.71485376620229,3.688921124563191,6.563118723407534,2778.908633070592,1.0010492199973664,2000,GB
alpha[6],3.4780137938507343,0.042179515401804424,2.0247733863610953,0.1685809381354725,2.287824524163391,3.1787865338503236,4.335466882608536,8.426184881480891,2304.3565403908974,0.9996942190949792,2000,IND
alpha[7],2.836774898830966,0.028723370907456653,1.798859340350406,-0.7595434988580095,1.8325304146381967,2.768841726171369,3.7986629915319687,6.775510142779443,3922.144576260986,1.0005253775417107,2000,JAX
alpha[8],2.3839568601675905,0.031133495602402885,1.8459786931667899,-1.8623822603379088,1.5165430388845076,2.5167107685242454,3.4151542851549657,5.923846511476147,3515.5849593535613,1.0006493442116908,2000,NO
alpha[9],2.3562370889654436,0.033064355190676346,1.8905494175443205,-2.014708968868322,1.4080768926325216,2.5322986437562265,3.43218154174306,5.852633310710966,3269.3088689861597,0.9991660238783863,2000,NYJ
alpha[10],2.309966732938119,0.034874068560229336,1.8661869168652576,-2.1253192744164484,1.400216406172008,2.48783510750734,3.3820314180688036,5.645542324916408,2863.5518209369593,0.9995223560139989,2000,PHI
alpha[11],2.530567049993521,0.029482701206271326,1.8115296922255157,-1.645759277004043,1.650010583006129,2.611389288387288,3.560977813178182,6.0556223094533514,3775.34262519542,0.9990151504540166,2000,SEA
alpha[12],3.222686253906553,0.035257690366882304,1.915083116753556,-0.27911793799893,2.1376685850999815,3.035616550444355,4.091519416460523,7.777461115262238,2950.309218157366,0.9993087433545202,2000,TB
alpha[13],3.134856761802015,0.03469449397518592,1.8635817701913808,-0.3474764917318372,2.052508457158644,2.9489641572762344,4.015366040743377,7.540297300261072,2885.199124311564,0.9993824031715017,2000,TEN
alpha[14],2.6079503287165555,0.03160782496746713,1.800310284473578,-1.4640174021118075,1.6970231232817652,2.6897657268817237,3.5896348306567902,6.233657605988537,3244.184174779745,0.9997090551714795,2000,WAS
alpha[15],3.4370028997309885,0.0405127056162351,1.9869528116545552,0.3141866999909249,2.265600759126688,3.1334071097793874,4.31996375864372,8.518901830056565,2405.429372330864,1.000527200787516,2000,BAL
alpha[16],2.610302604858825,0.02984435545866974,1.8036055192774296,-1.1641198234785834,1.6388649538643358,2.6296462992746656,3.5954195019632547,6.324291402492843,3652.2349095574245,0.9996122262084658,2000,BUF
alpha[17],3.278038281677127,0.03337825557515119,1.9207667548910818,-0.10908634327718687,2.1321337664976894,3.0714073255704157,4.135081178350493,7.826504519577455,3311.478876402495,1.0000794437709766,2000,CAR
alpha[18],2.562208496963053,0.03179565090535354,1.8514522631417505,-1.8026234011575881,1.6806430188112809,2.642680743986478,3.5695057570804245,6.155442461699701,3390.7018065764923,0.9996975082651518,2000,CIN
alpha[19],2.779425632165641,0.031663846385557526,1.8107506610800759,-0.861322521891901,1.801905728104266,2.7426799217230204,3.7102994101649704,6.7967985569304314,3270.317851327792,0.9996849210258226,2000,DAL
alpha[20],2.0661681323917023,0.037893627465450636,1.9377113009391829,-2.8672483324322244,1.216635898407138,2.348847141875657,3.213931751126344,5.236070843593167,2614.8439852969764,0.9992790888326699,2000,DET
alpha[21],3.1149199834250596,0.032570598474135286,1.890054476611727,-0.545329648845723,2.0688884046566445,2.936695937319959,3.9824578054125555,7.368933784649427,3367.419066268612,0.9998549822855156,2000,KC
alpha[22],2.4222895361874865,0.030990373568185507,1.879966501596074,-1.893356651698279,1.4968551368894372,2.574349168012196,3.486817068021356,6.002921082458806,3679.989663495286,0.99967432040570825,2000,MIA
alpha[23],3.0546692451808086,0.03130702929733208,1.8975212660995726,-0.48967303197101875,1.9991735891456033,2.914790416099926,3.9291990440097764,7.45975295029197,3673.580697290455,1.0001649047936672,2000,MIN
alpha[24],2.5243841890768435,0.03259294858568771,1.8388626085637694,-1.5744458192709772,1.607059936773407,2.566719219285789,3.5521367545655878,6.244861223454624,3183.107169509574,1.0004850940471304,2000,NE
alpha[25],2.242224313328571,0.03652298943115986,1.9042417075588252,-2.528230572523204,1.4118373174525534,2.4378112058679178,3.335069152059295,5.713071186420267,2718.388416029553,1.0001177667286134,2000,NYG
alpha[26],2.6895815752950494,0.03145413858209445,1.8658678253975696,-1.2099207789281667,1.6773728679661168,2.726020562712757,3.69320800515113,6.61378842797479,3518.893799541442,0.9994372937810178,2000,SF
alpha[27],2.693538054325958,0.029872879880046024,1.800308057261028,-1.1613301318624805,1.7811531284196225,2.7316965704375384,3.6310480127398304,6.405338103021802,3631.946689372437,0.9994059170453977,2000,ARI
alpha[28],2.71852524486837,0.02843375651821925,1.7842036107816905,-1.1215680087032067,1.7335113719865944,2.733646998563219,3.665402931848504,6.409863041558216,3937.4980118649105,0.9997696066461332,2000,LA
alpha[29],1.971603263686625,0.04665127148509815,2.0696426554425256,-3.2659846849254675,1.0891245789458739,2.2606407022159587,3.2500037684384733,5.179111704327136,1968.175236807642,1.000015131239307,2000,LAC
alpha[30],3.7043504579257363,0.048779990062481175,2.0634265835531638,0.5303104176533756,2.431557974309474,3.3274412505871434,4.630208151632324,8.879413003480025,1789.3472397233006,1.001183916694728,2000,LV
alpha[31],2.4438789389845352,0.03308187009365179,1.8538255993419783,-1.875435472386017,1.5256190582241407,2.5760213117996664,3.467979422050441,5.979457007791635,3140.202436038358,0.9996311622944078,2000,PIT
alpha[32],2.734231114743197,0.032329615046757486,2.0264907894767936,-1.5691367330782702,1.743630299761076,2.7271057187013445,3.7399420309479185,6.973535182053216,3929.0558438273647,1.0006924070486434,2000,HOU
alpha_mean,2.7332111882747316,0.014129683524214016,0.8387301291021598,1.079154007197674,2.1887879090869506,2.733460888063246,3.2946140495789655,4.35304787787618,3523.5433500833196,1.0007639215311148,2000,ALL
alpha_sigma,1.513540017626664,0.034301415255712606,1.119076754785034,0.05069842428180891,0.6321754137158385,1.2974774318699442,2.166961144750378,4.087248811573369,1064.3774653766172,1.0002952772227398,2000,ALL
alpha[1],-1.4189217605678441,0.10253301970344228,3.701863307379855,-9.893112486582675,-3.6506366460318405,-0.7489546105852882,1.3497053400482257,4.212183389060901,1303.5066781679054,1.0005506456704671,2001,ATL
alpha[2],2.274771519073181,0.043225212858048694,2.8519943497780647,-3.249828512944126,0.5930901151218549,2.184430643919797,3.945307665799887,8.567189455008625,4353.344541703025,0.9993309664029735,2001,CHI
alpha[3],2.0054062835995428,0.046242827564994544,2.874524496134055,-4.012429218478661,0.384544013437321,2.0771936705258884,3.680722783336389,7.8545326365130945,3864.054691294712,0.9999337457938584,2001,CLE
alpha[4],4.105743404456224,0.06760935537821645,3.1809954723022997,-1.2162640454250733,1.9201033642439145,3.654269288365214,6.0091936127272545,11.518545772225888,2213.66812464454,1.000109391466705,2001,DEN
alpha[5],4.767216868776126,0.08785359872876121,3.3989371959340637,-0.705348234949792,2.35123775012722,4.257965640087956,6.73694867765254,12.547486821619296,1496.811694729671,1.0005531703866146,2001,GB
alpha[6],2.6101032162167686,0.044199348183647305,2.908805720545801,-3.253775949506752,0.8678957217391837,2.499820046575366,4.1983156420348005,8.763614770740574,4331.094919319153,1.000204969046093,2001,IND
alpha[7],1.615108490915373,0.05171555110088951,2.940619631757383,-4.456683680106018,-0.1015833632000444,1.747966377147331,3.2964023329340906,7.654498680850406,3233.2209966281903,0.9996600948549951,2001,JAX
alpha[8],-0.9716155690094832,0.08484933676675199,3.3335130606657475,-8.41489521112375,-3.037997164887684,-0.4962181962916242,1.4864175045565906,4.237480062894618,1543.502787475399,1.0001169507327456,2001,NO
alpha[9],-0.13846494444931443,0.07440050218236267,3.1431623830195923,-7.049826310738203,-2.013786949889319,0.2742793711641843,2.0538902372937375,5.022208732082926,1784.7685424655172,1.0018784182936975,2001,NYJ
alpha[10],0.9798982464187257,0.054793055689377874,2.9616854866746385,-5.4269752534258355,-0.7321147981921786,1.1939648822170275,2.777602531886857,6.709703625785417,2921.6408810982794,0.9991473116002281,2001,PHI
alpha[11],3.7970062135036478,0.06378308601456183,3.193187434446878,-1.9107744238792193,1.66873811750648,3.4328455685613513,5.693792783636242,10.860867017373456,2506.3272008350386,0.9996009286093067,2001,SEA
alpha[12],3.7696562266503375,0.0637363472772052,3.10967312084286,-1.6526766314659729,1.6991346167323882,3.3705384129140583,5.68977424734012,10.3425693004278,2380.4284848949687,0.9996988027381953,2001,TB
alpha[13],1.5655854797262623,0.04934786735427867,2.8517954545750093,-4.599145078329847,-0.0015457467595736962,1.6987996920661388,3.2454185851320605,7.1745762760301215,3339.6424102999704,1.0011910390729566,2001,TEN
alpha[14],0.6071579587863808,0.05829277489437063,3.0640968353840283,-6.289497213274185,-1.185873015182025,0.9143434275525814,2.5867898452748697,6.269976943455232,2762.9658287044626,0.999950212628523,2001,WAS
alpha[15],3.306302351904348,0.05943443526635006,3.03027209290571,-2.2778047462390383,1.356687496271754,3.0197163869421937,5.097044947499846,9.893191076675665,2599.4829396052965,1.0000232252246397,2001,BAL
alpha[16],0.015402015581091253,0.07211482954081828,3.1352617600029524,-7.338202571310863,-1.8223253270765674,0.47546502455749096,2.2000163951938028,5.412705395113816,1890.159478308705,0.9998459429270283,2001,BUF
alpha[17],-0.17992292808617058,0.07832631827754256,3.305799788408207,-7.664898336346924,-2.180327015206828,0.3481333407212711,2.0474597815172184,5.562202064266563,1781.3024653766784,1.0019484896789015,2001,CAR
alpha[18],2.4047959615155463,0.045845555807878836,2.8722486808698577,-3.4076762459228074,0.7615689048785083,2.3430600916978905,4.1108548916470635,8.422454582036437,3925.089760267408,0.999946936080462,2001,CIN
alpha[19],2.265178075878738,0.048452683469831,2.9069464223376422,-3.772563490269685,0.5531485456188899,2.185878720085414,3.9737241899027116,8.51495355025573,3599.468567062329,0.9997854760913168,2001,DAL
alpha[20],0.41561225509039434,0.06738263102892901,3.074569387130665,-6.224292479527624,-1.3586115183837637,0.776913732018359,2.387271244340964,5.844335583456124,2081.9613763484954,1.0008070046406314,2001,DET
alpha[21],0.8630339625591609,0.05574194559753353,2.9336568282085222,-5.69592740482618,-0.8115559503281078,1.1256283785713435,2.6986626778987453,6.229309490755765,2769.838027072203,0.999613052045277,2001,KC
alpha[22],4.950008500422705,0.09725037278639882,3.419339896818389,-0.4729329801839088,2.4457146292962326,4.4778713073131975,6.986231235733563,12.762979637972155,1236.2377403235255,1.0010594530145902,2001,MIA
alpha[23],3.260005339731079,0.05410448859512067,2.9763114612670027,-2.2150651750067647,1.3588209404870843,2.968028115822886,5.0321663075219965,9.796146223695235,3026.14797555748,1.0001248893891888,2001,MIN
alpha[24],3.264799960407047,0.055934410373434475,2.9949923038112805,-2.20139806565072,1.3268014571628666,2.9893312394432687,5.0940845749626,9.655922475177773,2867.0369671265726,0.9998213619835284,2001,NE
alpha[25],1.9047367438070861,0.04771759416366577,2.892322884700575,-4.260546331729965,0.2501445825092903,1.9640262442475973,3.6637894070991783,7.703696542552032,3673.977305236559,0.9991547392431543,2001,NYG
alpha[26],3.3947577396486635,0.067870829521415,3.1772875268479117,-2.5094756211919416,1.3903989633381464,3.04683178267509,5.238574877515833,10.442045785218184,2191.5264735731353,1.000484079359576,2001,SF
alpha[27],-0.9306673997832292,0.08867010365759818,3.408899929376269,-8.403148836910598,-2.9926681351411686,-0.46628680787290977,1.611354085645225,4.57094974801293,1477.9987694254116,1.0006763454864083,2001,ARI
alpha[28],2.9489531900260855,0.05570793232720649,2.9779447493264852,-2.816784640483621,1.1903765155511448,2.6764430420851237,4.657977445906094,9.444774847987194,2857.585234084399,0.9992886904217,2001,LA
alpha[29],2.73724070558318,0.04995064045433445,2.8469647190101783,-2.79563625646506,1.0615329929124504,2.5911643535247526,4.270528687510309,8.953971841561822,3248.4938459224077,0.9995590026813822,2001,LAC
alpha[30],1.7662475226586438,0.045356813231234604,2.8749000821978314,-4.280819444445047,0.1412923701033027,1.8296950503341567,3.400009845424587,7.470390282072674,4017.5421670605842,0.9996960100766498,2001,LV
alpha[31],4.59775876124067,0.08605714406244849,3.266231469655163,-0.5029595607622788,2.227229840685824,4.054355435798025,6.622163473917553,11.92377184659599,1440.5225435462512,1.0000401256191407,2001,PIT
alpha[32],2.1084841190519534,0.06205085908288806,3.765659056122222,-5.909194088617313,0.04841354355850047,2.044302152684817,4.082140955481354,10.276234187665569,3682.870053044911,1.0001569938108625,2001,HOU
alpha_mean,2.0529550679345516,0.02167809621706244,1.0193080653601105,0.053935138319890226,1.3560487732793622,2.0423450258701434,2.701065338833992,4.129613407284635,2210.897670702982,1.000157270085367,2001,ALL
alpha_sigma,3.319012045296402,0.07168931351491166,1.6429925283075053,0.20691393715285245,2.114892320847054,3.3742837211080445,4.454843031818418,6.544444665328638,525.2454917966642,1.0042530129480538,2001,ALL
alpha[1],2.432428832151692,0.031002441670519614,1.9489325000317599,-1.5005639848262688,1.3645891853790313,2.3853791989402726,3.447188972918519,6.8577791499839025,3951.862246718207,0.9993656559087001,2002,ATL
alpha[2],2.052425482516175,0.03308366896592652,2.0332871036601716,-2.378896658849335,0.99782999728907,2.11664349414146,3.140075605658722,6.132619486304309,3777.2008515473185,1.000370422199634,2002,CHI
alpha[3],1.9133273916366147,0.032173007029530756,2.0480594098245524,-2.6483806737670115,0.8736437986155499,2.032851699403424,3.04267153073215,5.920609135366633,4052.301899656338,0.999708139598136,2002,CLE
alpha[4],2.285127979245947,0.03138246140237388,2.0560632598295516,-2.0403749741968364,1.1716178361912721,2.2845847341396466,3.3596531585503886,6.534783558550355,4292.38766945116,1.00029817346151,2002,DEN
alpha[5],3.2545427935892555,0.05065464136771504,2.3520773910754054,-0.3461023167456483,1.7882158444883696,2.8300252431226722,4.22901413706373,9.258479325992125,2156.0792743432844,1.0001420761138913,2002,GB
alpha[6],1.7149342430487209,0.038223578771440385,2.097470784278614,-3.134726131833775,0.766794223025882,1.9259189338814247,2.916395088118745,5.508066825047569,3011.1275164581593,1.0002535414242681,2002,IND
alpha[7],2.4579630739775173,0.03215441954221454,2.0355901100892786,-1.5504040383390711,1.2965654666606663,2.3864574575914297,3.498572918429001,6.9896534714384595,4007.7379437975324,1.0003547648981728,2002,JAX
alpha[8],2.048035274650903,0.03386163525688052,2.005200494708581,-2.483608699581371,1.0356228619720036,2.1414090058689723,3.1619286915221565,5.985436103983245,3506.709189469947,0.9994498173947871,2002,NO
alpha[9],2.3118951946284336,0.03291185150421066,2.02280095679886,-1.94958399674425,1.2753757977204616,2.304712004134572,3.2923653404262794,6.858005837445595,3777.4756287300647,0.9992736233512435,2002,NYJ
alpha[10],2.5451888271359318,0.03782443122997699,2.1437968430654277,-1.5384911892193878,1.3834824036367646,2.4070944876135876,3.5295983560705197,7.405927438105362,3212.346924077311,1.0005433974782807,2002,PHI
alpha[11],1.8641055395803232,0.03181003778740698,2.0554221751522865,-3.119279851828885,0.8696363592494355,2.026723110167985,3.0759556941130732,5.635773055885096,4175.165596715124,1.0004696084378204,2002,SEA
alpha[12],2.511015299359585,0.03455441474486393,2.0485177145188747,-1.4304352124866941,1.3939558332955218,2.3716359570754206,3.532955653908009,7.049656462634964,3514.5713500925044,1.000085154817679,2002,TB
alpha[13],2.452979838000416,0.032744764468922015,2.0573405432427947,-1.5968591090120021,1.3314088127117407,2.32571696403668,3.531478021763121,6.94220231974648,3947.5589798735364,0.9999707751923227,2002,TEN
alpha[14],1.761502962402019,0.03505616416109864,2.1582612409284634,-3.3580396091101217,0.756769635241849,1.9210981884654845,2.996153944616205,5.846213507499956,3790.3493081840174,0.9997949964964223,2002,WAS
alpha[15],1.8525809811091767,0.03128631919081895,2.065229167283026,-2.965595389871286,0.8794396607884816,2.0037495243247907,3.01229829541267,5.90443336320001,4357.40127753246,0.9999476065549259,2002,BAL
alpha[16],1.810735160079682,0.03838224266301461,2.0681302220751347,-3.0539706256957766,0.8830102959094697,1.9989156142044275,2.9705889422813536,5.655487254279175,2903.3210878148357,1.0017568166002,2002,BUF
alpha[17],1.9219379419336018,0.03176613207799638,1.9896260981703595,-2.4826079035927795,0.9634793234312288,2.040323735631662,3.0637067852825686,5.771084805084004,3922.9634640752397,0.9997204435904192,2002,CAR
alpha[18],0.9261553161167023,0.05671418824268961,2.4564112989189892,-5.262799927925689,-0.23516398475568484,1.4289634775700293,2.5200974317834297,4.467705345842862,1875.9390852497716,1.003059788204273,2002,CIN
alpha[19],2.5080780654026733,0.03126737143156074,2.0969310022350998,-1.7828298844793227,1.3777011220054205,2.424441306120736,3.5328867137821645,7.132991933317513,4497.64875115808,0.9997210143913667,2002,DAL
alpha[20],2.3968734330732095,0.03565838094243099,2.09942764492288,-1.8242187432483645,1.2760527245581748,2.3189166017342884,3.402416417132587,7.081441313875557,3466.3992549534582,0.9998298463378306,2002,DET
alpha[21],3.725804570958299,0.06454549915813207,2.5334654452432286,0.168067034212781,2.025900569540291,3.18407896703203,4.8948148828352425,10.331832604409415,1540.628909033042,1.0030275441459078,2002,KC
alpha[22],3.95222058435463,0.07478003902342563,2.699555181035687,0.32035407566647345,2.132440473062787,3.274946333831335,5.144424720500222,10.735824965851563,1303.2059181564305,1.0017799126040452,2002,MIA
alpha[23],2.453712385533219,0.032566115714209636,2.0349947682436387,-1.6814974300220566,1.3340997225128506,2.414750907296704,3.4805297915250697,6.844271815558356,3904.762921305086,1.000079865100522,2002,MIN
alpha[24],1.663332542288417,0.037535152278911854,2.0547708307074823,-3.1137023433935163,0.6960206111931786,1.8265204504497259,2.8527178558524486,5.4051786665352495,2996.7493482851305,0.9992636127119652,2002,NE
alpha[25],2.429338095304818,0.032328772021795314,2.0787998901875935,-1.5279884006801265,1.3033833677263025,2.394115718722701,3.4492113014322667,6.967946913378358,4134.728076352888,0.9998760309295517,2002,NYG
alpha[26],2.168060782649234,0.0342585594055457,2.073550468351715,-2.253281740804071,1.082858455475372,2.189012456016354,3.2269279344611776,6.736637468096945,3663.4563983478356,0.99978909556753,2002,SF
alpha[27],1.7658978137602843,0.03518279902923569,2.0895737663567813,-3.2597817780390925,0.7554491835090578,1.9787277197530226,3.0026959911276707,5.554078543121114,3527.3994220233503,1.0004453153885369,2002,ARI
alpha[28],3.0839558952579553,0.04376603762733567,2.1234477281937343,-0.40287999403061936,1.7544536617176036,2.790191570925108,4.050447103696445,8.07246916773083,2354.0120981621917,0.9999263172787638,2002,LA
alpha[29],1.781153166482742,0.033276367658152506,2.049022060916681,-2.9458592681095874,0.8224625066532938,1.9278983906855505,2.9499076468310896,5.54151005680576,3791.5906230608193,1.0002199438945285,2002,LAC
alpha[30],2.656298026535646,0.035503316123266786,2.0566941010482025,-1.0950365439711789,1.4877826162736323,2.4957775955936947,3.6472592465123572,7.632740252759579,3355.8424700539194,0.9991880918448599,2002,LV
alpha[31],1.7957848514546118,0.03446633517112134,2.035561041836786,-2.899595030938898,0.8832836052478695,1.963687681630435,2.9331875844124626,5.698105621715717,3488.0126133180233,1.0003390598961655,2002,PIT
alpha[32],1.198184069954299,0.050043384886616235,2.268319787103158,-4.324033046697851,0.1897684721359542,1.5820663041617093,2.655674571206845,4.850312713884718,2054.542871380563,1.001181971372114,2002,HOU
alpha_mean,2.2451453317115937,0.014171370010129,0.8739235626987728,0.510608657297179,1.6419442750847009,2.239733574413119,2.8385053361677106,3.960842604098131,3802.972832402333,1.0006350507392372,2002,ALL
alpha_sigma,1.805429670738027,0.045989810579498636,1.2930298708377426,0.05497290792161933,0.7548516262430424,1.6059104001937052,2.6249256033369717,4.8054357183237615,790.4854380679199,1.0033667420042678,2002,ALL
alpha[1],0.2375813730794932,0.12320156455478555,3.8634025778433543,-8.208534776980365,-2.1965875564605892,0.6222074320036535,2.9320272680787434,6.820615034487953,983.3485561578243,1.0007528300687711,2003,ATL
alpha[2],4.181238225227686,0.05119174805517955,3.305497096200556,-2.3769407931303332,2.110682250220746,4.061784705745774,6.192795560179619,10.972974988349224,4169.400752703512,0.999347671976027,2003,CHI
alpha[3],0.7900686550267014,0.07773292241686953,3.635164500333221,-7.207584336980235,-1.4939554762158123,1.192281180035021,3.3239933194136033,7.074012938485469,2186.9464349264467,1.0000860201523816,2003,CLE
alpha[4],3.683177313009744,0.06024544019487267,3.426788705763439,-3.1862703380146957,1.658221846723816,3.643492265574354,5.720257908644074,10.818496217876977,3235.387399355407,0.9992193850725053,2003,DEN
alpha[5],4.991809532149748,0.06061170330149042,3.5099388450461024,-1.8289068698707314,2.7288030263827183,4.765001227443891,7.129279109370228,12.558620650794243,3353.4058837214784,1.0003758328327181,2003,GB
alpha[6],3.6541982248013283,0.05456427926008661,3.367662417394582,-3.0044364149795166,1.5620180767362402,3.5448075290496766,5.682754310385194,10.656041429711312,3809.2568273474085,0.9994637082533894,2003,IND
alpha[7],2.646349536503411,0.06296921102852442,3.45896880111734,-4.7269466734882295,0.5885131517783754,2.8290040817610604,4.793545664288048,9.64596452239106,3017.4270961896464,1.000698536430122,2003,JAX
alpha[8],3.2438174085265623,0.05739213777726937,3.4010981851244386,-3.789982050211682,1.1961477316329894,3.2727538666927183,5.311751493725117,10.25631737949671,3511.8304115620185,0.9990924643033997,2003,NO
alpha[9],3.0840598327462967,0.05432443521461003,3.2633735369499526,-3.6938851180764702,1.0620335665258178,3.1618259521681917,5.059778296488123,9.4937191119115,3608.636480773857,0.9995307371741294,2003,NYJ
alpha[10],2.00636100846336,0.06163268780841008,3.548084033459859,-5.467032681462977,-0.13040990028654453,2.2304004019238035,4.236009462794551,8.691354272222965,3314.0997718541284,0.9995765145758421,2003,PHI
alpha[11],5.798786294000619,0.0802528862906488,3.58619313579144,-0.7464179208005334,3.42386273279124,5.451283431111338,8.052309597366474,13.504222166110173,1996.85269347198,1.0002476174815393,2003,SEA
alpha[12],2.0914287710283794,0.0606364807178144,3.429924817301819,-5.3165140526772,-0.040026401433641334,2.3157137836190085,4.241845840335492,8.49751523526362,3199.6408033802536,1.0023394715414342,2003,TB
alpha[13],5.50351207545094,0.07697266706334872,3.623961930298189,-1.1884705080322957,3.1288460286554804,5.129374584631448,7.794558103931441,13.318631668397414,2216.6349867349327,1.0007214869229848,2003,TEN
alpha[14],-0.323657012281724,0.10611390724770516,3.7898283276113434,-8.535374126026117,-2.788974190886182,0.09718134145720203,2.485834890999846,5.886898764161778,1275.5411184257775,1.0001574678199454,2003,WAS
alpha[15],6.893609982486644,0.09335778344188203,3.7390481933129682,0.36149811412324045,4.162418337064381,6.465143287956051,9.434641119387283,14.830585688654585,1604.0616730505817,1.0007996619383834,2003,BAL
alpha[16],4.588620882738264,0.057104351446468575,3.324831664692085,-1.682857381277731,2.516806473915679,4.3930435699358465,6.554750276824875,11.602850283771232,3390.0095139378964,0.9991616888899355,2003,BUF
alpha[17],2.3738455590225036,0.05656052440232897,3.366945071098572,-4.734999099228002,0.3134464219064481,2.5658663967433832,4.534348261240905,8.811950572307353,3543.6042006036296,0.9994735429382041,2003,CAR
alpha[18],2.490213499670243,0.06457177971259354,3.441651843972003,-4.694815221868901,0.27508860580178485,2.7304248730175513,4.674782456442824,9.035174278394116,2840.850354831719,0.9991412639333477,2003,CIN
alpha[19],1.9480815614115112,0.06392055947977993,3.4638187581089137,-5.674177250446002,-0.080360032530018,2.13686127905243,4.200435739699916,8.689078476300725,2936.4944502424523,0.9995864535651593,2003,DAL
alpha[20],2.8555418042662817,0.05876067509484486,3.40594764800158,-4.399218337403413,0.8388845552325851,2.998035945341983,4.910884567096753,9.553665376747002,3359.7145723527283,0.9999528265212031,2003,DET
